id,correctAgg,answered,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
24,min,min,FALSE,2,1,8348,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
25,max,max,FALSE,2,1,9010,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
26,iqr,stdev,TRUE,2,1,10297,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
27,count,count,FALSE,1,1,7998,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
28,stdev,stdev,FALSE,2,1,11595,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
29,avg,avg,FALSE,4,3,20423,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
3,count,count,FALSE,2,1,15379,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
30,sum,sum,FALSE,1,1,6554,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
31,median,median,FALSE,2,1,15438,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
4,stdev,iqr,TRUE,2,1,9071,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
5,max,max,FALSE,2,1,8702,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
6,sum,sum,FALSE,2,1,11876,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
7,median,median,FALSE,3,3,29848,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
8,sum,sum,FALSE,2,1,11066,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
9,iqr,stdev,TRUE,2,1,9909,Female,High school graduate (or equivalent),35-44,no,,Know well,all the numbers added up and divided by the amount of numbers,IDK,,Know well,the middle number (or the average of the two middle numbers if there is an even set) when the numbers are placed in order,Know,"you minus the average of the set from each number and square it, then get the average of that and take the square root?",5,< 1/m,< 1/m,never,1klEnKm0j6Mr5E1iE7YbEOdrhD62,baseline
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
0,iqr,iqr,FALSE,2,1,20478,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
1,avg,median,TRUE,3,2,53686,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
10,max,max,FALSE,2,1,8810,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
11,avg,median,TRUE,2,1,36802,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
12,iqr,iqr,FALSE,1,0,6016,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
13,min,min,FALSE,2,1,8138,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
14,sum,sum,FALSE,1,1,8512,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
15,stdev,stdev,FALSE,1,0,4138,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
16,max,max,FALSE,2,1,8928,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
17,stdev,stdev,FALSE,1,0,7952,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
18,min,min,FALSE,2,1,7082,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
19,count,count,FALSE,3,2,25554,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
2,sum,sum,FALSE,2,1,21736,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
20,sum,sum,FALSE,2,1,10794,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
21,median,median,FALSE,2,2,13632,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
22,iqr,iqr,FALSE,1,0,5248,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
23,avg,median,TRUE,4,3,70464,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
24,max,max,FALSE,2,1,8296,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
25,avg,median,TRUE,3,2,61798,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
26,sum,sum,FALSE,1,0,5648,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
27,iqr,iqr,FALSE,1,0,7114,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
28,stdev,stdev,FALSE,1,0,3880,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
29,median,median,FALSE,3,2,41300,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
3,max,max,FALSE,2,2,16434,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
30,min,min,FALSE,1,1,6560,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
31,count,count,FALSE,2,1,17498,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
4,median,median,FALSE,2,1,43860,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
5,stdev,stdev,FALSE,1,0,5938,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
6,min,min,FALSE,2,1,9216,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
7,count,count,FALSE,3,2,39860,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
8,median,avg,TRUE,3,2,110298,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
9,count,count,FALSE,3,2,41596,Female,Associate or Bachelors degree,65+,no,,Know,"dividing the sum of values by the count of teh numbers, average",IDK,,IDK,,Know,the diference from a whole group,2,>= 1/d,never,never,3OaaoUSmgYPTWrh1p6F8WEO1gDn2,baseline
0,count,avg,TRUE,1,0,9346,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
1,iqr,stdev,TRUE,1,0,11258,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
10,count,avg,TRUE,2,1,8580,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
11,iqr,stdev,TRUE,1,0,3818,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
12,min,min,FALSE,1,0,4722,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
13,avg,avg,FALSE,1,0,6592,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
14,median,median,FALSE,1,1,14658,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
15,stdev,stdev,FALSE,1,0,5602,Male,Associate or Bachelors degree,65+,no,,Know well,when one adds up the amouints and divides them by the nuber of items you get an average,IDK,,Know well,meduia=ian is the number that shows up most in a group opf numbers,Know,the outliersd i i a group of numbers at the extremes,5,< 1/w,< 1/d,< 1/w,3tAR72gOKBgZDFRcfgwRQvlwG0E2,baseline
