rationale_id,agg,rank-elaborate,rank-simple,rank-baseline,rank-static,rationale,about elaborate,about simple,about baseline,about static,Overall,posTag,negTag
655,stdev,1,2,3,4,"Same reasons as before, seeing the bar graph distribution really helped to contextualize what was happening",,,,,good:bars,,
656,iqr,1,2,3,4,The separation of the points by each quartile helped to show that things were being separated into its interquartile range.,,,,,good:separating,,
657,count,1,2,3,4,I liked how it lined up on the tick marks ,,,,,"good:aligning, good:extra_line",,
658,sum,1,2,3,4,I liked seeing the y-axis scale and the vertical lines that lined the dots ,,,,,"good:extra_line, good:scale_changes",,
659,max,2,2,1,3,"Whether the transition uses animation.The graph need to be concise and clear.",,,,,good:animation,,
660,min,2,2,1,3,"The same as maximum. The use of animation, clearness and conciseness.",,,,,"good:animation, same_as_max",Clear Metaphor,
661,avg,4,2,1,3,I liked the animations. I don't think the line is necessary and I don't think making the circles line up horizontally first added to my understanding ,bad:unnecessary,,,bad:no-animation,,,Metaphor Unclear
662,median,2,1,3,4,"I liked how the dots change color, since that helps in visualizing counting on both ends to find the median",,"good:color, good:counting",,,,Clear Metaphor,
663,stdev,4,3,2,1,I don't think making the bars line up horizontally before getting pushed together helped with my understanding. I liked the graph without animations the best in this case just because I don't think the animations helped with my understanding much,,,,,"good:mark_avg, extra_worthless",,"Metaphor Unclear, Animations Unnecessary"
664,iqr,4,1,3,2,I dont think the fading animation helped with my understanding. I did like the colors,,,bad:fading,,good:colors,,Embellished Animation Unnecessary
665,count,2,1,3,4,Any animation is better than none for letting us establish what changed. The animation I marked as first really conveys the idea of counting obects by placing points equidistant from each other signifying that we don't care about their actual value. The same goes for the one I ranked 2nd but I disliked the multi step nature of the animation. The one I ranked third doesn't make it clear what operation is taking place. Could be a mean for all we know.,bad:multi-step,"good:seems_like_counting, good:spread_out_evenly",bad:no-meaning,bad:no-animation,,Understandable,
666,sum,2,1,3,4,1st and 2nd place are best at conveying the concept of a sum. I prefer the cleanliness of the 1st better but the 2nd is also good. It's not clear what operation is occurring in 3rd or 4th place.,good:explanation,"good:explanation, good:clean",bad:no-meaning,bad:no-meaning,,,
667,max,1,1,2,3,I like the first 1 the most is that it marked the maximum before other data points disappear. For 2nd and 3rd I simply think has transition is better than not having one.,"good:extra_line, good:highlight",,,bad:no-animation,,,
668,min,1,1,2,3,I like 1st one the most because it marked minimum before other data points disappears. For 2nd and 3rd I simply think have animation is better than not having one.,,,,,"good:extra_line, good:highlight",,
669,avg,3,1,2,4,1st and 2nd are good but I like the line 1st draws. 3rd is really fancy but I don't think the fancy animation adds value.,bad:unnecessary,good:extra_line,,,,,
670,median,1,2,3,4,I like the fancy median transition because it makes it very clear what median is. The 2nd place transition is also fantastic. 3rd place it isn't clear that we're taking a median,good:explain,,bad:unclear,,,Clear Metaphor,
671,stdev,2,1,3,4,I don't think that it's obvious that any of these are one standard deviation from the mean. I don't think the extra animation in 2nd place contributed to understanding.,bad:extra_worthless,,,,none-of-them-makes-sense,,Metaphor Unclear
672,iqr,1,2,3,4,Again the 1st place animation made the process clear. 2nd place gave us a hint. Rest were unclear.,,,bad:unclear,bad:unclear,,,Metaphor Unclear
