id,agg,rank-elaborate,play-elaborate,reset-elaborate,rank-simple,play-simple,reset-simple,rank-baseline,play-baseline,reset-baseline,rank-static,play-static,reset-static,compTime,rationale,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
1,sum,1,4,3,2,3,2,3,2,1,4,1,1,110835,"Each line in the animation represents the distance between it to the origin point (0), which represents the value. The animation tells me ""adding value together""",Male,High school graduate (or equivalent),18-24,no,,Know well,sum of all data divided by number of data,Know well,"divide data in to four ranges, each one is Interquartile Range",Know well,The data at the center of a list of sorted data,Know well,it measures the variability of a set of data by calculating the distance between every data and mean,8,< 1/m,< 1/w,< 1/m,5A5GBETNqYbAysIG7kt63GROYQ22,simple
2,max,1,0,0,1,1,0,2,1,0,3,1,1,19998,"The line represents ""cap"" in my mind, which is the maximum",Male,High school graduate (or equivalent),18-24,no,,Know well,sum of all data divided by number of data,Know well,"divide data in to four ranges, each one is Interquartile Range",Know well,The data at the center of a list of sorted data,Know well,it measures the variability of a set of data by calculating the distance between every data and mean,8,< 1/m,< 1/w,< 1/m,5A5GBETNqYbAysIG7kt63GROYQ22,simple
3,min,1,0,0,1,2,1,2,2,1,3,2,1,18424,"Same reason for max, the line represents the bottom line",Male,High school graduate (or equivalent),18-24,no,,Know well,sum of all data divided by number of data,Know well,"divide data in to four ranges, each one is Interquartile Range",Know well,The data at the center of a list of sorted data,Know well,it measures the variability of a set of data by calculating the distance between every data and mean,8,< 1/m,< 1/w,< 1/m,5A5GBETNqYbAysIG7kt63GROYQ22,simple
4,avg,1,1,0,2,2,1,3,2,1,4,1,0,32170,The line draw from each point to the average line is telling people this is the distance between data points and average.,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of all data divided by number of data,Know well,"divide data in to four ranges, each one is Interquartile Range",Know well,The data at the center of a list of sorted data,Know well,it measures the variability of a set of data by calculating the distance between every data and mean,8,< 1/m,< 1/w,< 1/m,5A5GBETNqYbAysIG7kt63GROYQ22,simple
5,median,2,5,4,1,4,3,3,1,0,4,1,0,69536,The shifting of position tells people they are grouped in to two groups. I think it would be better to show the count inside a group is equal to that of another group,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of all data divided by number of data,Know well,"divide data in to four ranges, each one is Interquartile Range",Know well,The data at the center of a list of sorted data,Know well,it measures the variability of a set of data by calculating the distance between every data and mean,8,< 1/m,< 1/w,< 1/m,5A5GBETNqYbAysIG7kt63GROYQ22,simple
6,stdev,1,4,3,2,3,2,3,2,1,4,2,1,124920,"Same reason for average, the lines drawing from each data point to the average line tells a lot",Male,High school graduate (or equivalent),18-24,no,,Know well,sum of all data divided by number of data,Know well,"divide data in to four ranges, each one is Interquartile Range",Know well,The data at the center of a list of sorted data,Know well,it measures the variability of a set of data by calculating the distance between every data and mean,8,< 1/m,< 1/w,< 1/m,5A5GBETNqYbAysIG7kt63GROYQ22,simple
7,iqr,2,1,0,1,1,0,3,1,0,4,1,0,54391,Divide into 4 groups and take the central 2 groups is basically the definition of Interquartile Range with Median. The last one has too much animation I think,Male,High school graduate (or equivalent),18-24,no,,Know well,sum of all data divided by number of data,Know well,"divide data in to four ranges, each one is Interquartile Range",Know well,The data at the center of a list of sorted data,Know well,it measures the variability of a set of data by calculating the distance between every data and mean,8,< 1/m,< 1/w,< 1/m,5A5GBETNqYbAysIG7kt63GROYQ22,simple
0,count,4,1,0,2,1,0,3,1,0,1,1,1,62470,The animation of the graphs in 1st place was nice ,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
1,sum,1,3,2,4,1,0,3,1,0,2,1,0,49329,The graph that I selected 1st place moves so amazingly ,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
2,max,1,0,0,1,1,0,3,1,0,2,1,0,44426,The first place is much more clear than the other ones ,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
3,min,1,0,0,1,1,0,3,1,0,2,1,0,41903,The 1st place graph is much more clear than the other two ,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
4,avg,1,1,0,3,1,0,4,1,0,2,1,0,2160,The 1st place graph is much more clear than the other two ,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
5,median,1,1,0,4,1,0,2,1,0,3,1,0,18165,The 1st place graph is much more clear than the others because of the colors ,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
6,stdev,3,1,0,2,1,0,4,1,0,1,1,0,11325,The 1st place graph is much more clear than the other ones,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
7,iqr,1,1,0,4,1,0,2,1,0,3,1,0,14598,The 1st place graph is much more clear than the other ones mostly because of colir,Male,"Some college, no degree",25-34,no,,Know,Score of all people added. Then divided my number of people,IDK,,Know,The middle,IDK,,2,< 1/m,< 1/m,< 1/m,6RE8zGtYM5UnUwRmKtsT787u3u63,baseline
0,count,4,1,0,3,1,0,1,2,1,2,6,6,67657,The ones I ranked 3rd and 4th seemed unnecessary and detracted from understanding the information,Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
1,sum,4,1,0,3,1,0,1,1,0,2,2,1,28170,"Same as before, the last two simply detract from the information that is put forward",Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
2,max,2,0,0,2,2,1,3,2,1,1,2,1,24397,"While the one ranked first didn't have anything fancy, looking for max should be simple and this does that",Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
3,min,2,0,0,2,2,1,3,1,0,1,1,1,18022,Same ranking as the one before for the same reasons,Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
4,avg,4,1,0,1,1,0,2,1,0,3,2,2,120390,I really liked the showing the average and then how the points converge to that,Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
5,median,4,1,0,1,2,1,3,2,1,2,5,5,33101,"I like the segmenting of the values into the median and those above and below, along with the smooth transition into the median",Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
6,stdev,4,1,0,1,1,0,2,1,0,3,1,1,128017,"I like this one the most, but didn't really like that the upper and lower sd were shown separately",Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
7,iqr,4,1,0,3,1,0,2,1,0,1,1,1,53593,"While I liked the segmenting around the median, it didn't work in this situation",Male,"Some college, no degree",18-24,no,,Know well,The sum of the features divided by the amount of features,Know well,The range that the middle 50% of values exist in,Know well,"If you arrange the values from low to high, it is the value most in the middle",Know well,The amount that the values deviate from the average,8,< 1/w,>= 1/d,< 1/w,8TfblipwTaW70aDCIzEZ8AzbkMT2,baseline
0,count,2,2,1,1,2,1,4,2,1,3,2,1,158590,"The first place option was good since it smoothly put all the points at increments of 1 unit, so it was easy to tell. The 2nd place one did this but the transition was not as smooth and harder to follow (or at least uglier so I perceived it that way). The 3rd and 4th don't communicate anything towards ""count"", the 3rd place one doesn't have an animation so it is faster and more effective from time analysis only.",Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
1,sum,2,3,2,1,3,2,4,3,2,3,1,0,131261,"the 1st one has a line that communicates the points are tied together, so the sum makes more sense. The 2nd one lines them up together, but it makes me think of seperate points in a trend which is not useful, but since it morphs into the first place design, it is good. 3rd place was quicker than the 4th one due to no animation so it was better since 4th doesn't really tell me anything, it just shoves all the points together.",Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
2,max,1,0,0,1,1,0,2,1,0,3,1,0,172956,"Little difference among the visualizations. The 1st place one draws attention to the max values so it clues you in on why others are disappearing. Other than that, I feel max is something intuitive enough to understand",Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
3,min,1,0,0,1,1,0,2,1,0,3,1,0,61381,No difference from the previous Max questions. The 1st place transition shows some empasis on the min to understand why others are disappearing but min should be a fairly easy concept to grasp regardless of the transition.,Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
4,avg,1,1,0,2,1,0,4,1,0,3,1,0,76865,"little difference between first and second, they just let you see the average clearly and distance from the average in the first one. fourth one just combines points which is useless so the third place gets 3rd for being faster than the 4th place one.",Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
5,median,1,1,0,2,2,1,4,3,2,3,1,0,113871,"First and second both show which points are on which side of calculating the median which is the main clue in. First place lets you see the step by step so it gets first. Fourth place is just confusing, removing the dots doesn't hint me at median, it doesn't hint me towards anything especially since a new dot appears, it could be a new data set.  ",Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
6,stdev,1,1,0,2,2,1,4,1,0,3,1,0,41620,"Same answer as calculating the average. Averages are shown the same way and I feel none of them really convey the standard deviation other than it ""appearing""",Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
7,iqr,1,2,1,2,4,3,4,2,1,3,1,0,84102,"Seeing the separation of points into quartiles step by step in the 1st place transition helps communicate the quartiles and the medians. Doing it step by step lets the user understand how the points are being separated. which puts it above the second one that does not do this. The 4th place one reveals no information, it is just a fade in so since it takes more time than 3rd place, it comes in last.",Male,"Some college, no degree",18-24,no,,Know,It is the sum of all data points divided by the number of data points,Know,It is the range of values that make up a given quartile of the dataset,Know,The middle value from a collection of data points,Know well,The average distance all data points are from the mean,5,< 1/m,< 1/d,< 1/m,AeMZukEOdwek39AZYZwbVoOg2rv1,simple
