id,animAgg,textAgg,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
69,iqr,stdev,FALSE,1,0,5097,Female,Associate or Bachelors degree,18-24,no,,Know well,sum of all numbers given / # numbers given,IDK,,Know well,i-th of the given number ascendingly if there are 2i-1 numbers given; the average of i-th and (i+1)-th of the number given ascendingly if there are 2i numbers given; (i is an positive integer),Know,deviation of all numbers compared to a standard,5,< 1/m,< 1/d,< 1/d,0xy50DISYjautLJOpPx3MOk8dIa2,elaborate
7,max,max,FALSE,2,1,10104,Female,Associate or Bachelors degree,18-24,no,,Know well,sum of all numbers given / # numbers given,IDK,,Know well,i-th of the given number ascendingly if there are 2i-1 numbers given; the average of i-th and (i+1)-th of the number given ascendingly if there are 2i numbers given; (i is an positive integer),Know,deviation of all numbers compared to a standard,5,< 1/m,< 1/d,< 1/d,0xy50DISYjautLJOpPx3MOk8dIa2,elaborate
70,iqr,iqr,TRUE,1,0,4653,Female,Associate or Bachelors degree,18-24,no,,Know well,sum of all numbers given / # numbers given,IDK,,Know well,i-th of the given number ascendingly if there are 2i-1 numbers given; the average of i-th and (i+1)-th of the number given ascendingly if there are 2i numbers given; (i is an positive integer),Know,deviation of all numbers compared to a standard,5,< 1/m,< 1/d,< 1/d,0xy50DISYjautLJOpPx3MOk8dIa2,elaborate
71,avg,avg,FALSE,2,1,7755,Female,Associate or Bachelors degree,18-24,no,,Know well,sum of all numbers given / # numbers given,IDK,,Know well,i-th of the given number ascendingly if there are 2i-1 numbers given; the average of i-th and (i+1)-th of the number given ascendingly if there are 2i numbers given; (i is an positive integer),Know,deviation of all numbers compared to a standard,5,< 1/m,< 1/d,< 1/d,0xy50DISYjautLJOpPx3MOk8dIa2,elaborate
8,count,count,FALSE,1,1,6861,Female,Associate or Bachelors degree,18-24,no,,Know well,sum of all numbers given / # numbers given,IDK,,Know well,i-th of the given number ascendingly if there are 2i-1 numbers given; the average of i-th and (i+1)-th of the number given ascendingly if there are 2i numbers given; (i is an positive integer),Know,deviation of all numbers compared to a standard,5,< 1/m,< 1/d,< 1/d,0xy50DISYjautLJOpPx3MOk8dIa2,elaborate
9,stdev,stdev,FALSE,2,1,40341,Female,Associate or Bachelors degree,18-24,no,,Know well,sum of all numbers given / # numbers given,IDK,,Know well,i-th of the given number ascendingly if there are 2i-1 numbers given; the average of i-th and (i+1)-th of the number given ascendingly if there are 2i numbers given; (i is an positive integer),Know,deviation of all numbers compared to a standard,5,< 1/m,< 1/d,< 1/d,0xy50DISYjautLJOpPx3MOk8dIa2,elaborate
0,max,count,FALSE,1,0,5519,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
1,count,max,FALSE,2,2,10811,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
10,stdev,iqr,FALSE,2,1,12698,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
11,sum,max,FALSE,2,1,6537,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
12,stdev,stdev,FALSE,1,0,6780,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
13,count,count,FALSE,1,0,3951,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
14,median,median,FALSE,2,1,7094,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
15,avg,median,TRUE,2,1,6488,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
16,median,avg,FALSE,1,0,3918,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
17,count,sum,FALSE,2,1,6608,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
18,iqr,stdev,FALSE,2,1,7666,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
19,sum,count,TRUE,2,1,12030,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
2,max,sum,FALSE,1,0,4112,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
20,median,avg,FALSE,2,1,7890,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
21,iqr,iqr,FALSE,1,0,8543,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
22,count,max,FALSE,1,0,3929,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
23,count,sum,FALSE,1,0,4042,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
24,stdev,stdev,FALSE,1,0,3646,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
25,max,sum,FALSE,1,0,3986,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
26,sum,max,FALSE,1,1,4724,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
27,count,count,FALSE,1,0,4708,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
28,max,count,FALSE,1,1,5332,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
29,stdev,iqr,TRUE,2,1,22401,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
3,max,max,FALSE,1,0,3951,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
30,avg,avg,FALSE,1,0,3475,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
31,min,min,FALSE,1,0,4167,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
32,sum,sum,TRUE,2,1,8834,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
33,avg,median,TRUE,1,1,6119,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
34,max,max,FALSE,1,1,4907,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
35,median,median,FALSE,1,0,4361,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
36,stdev,iqr,FALSE,1,0,11796,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
37,max,max,FALSE,1,0,5117,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
38,count,sum,FALSE,1,0,3585,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
39,median,avg,FALSE,1,0,4280,Male,Associate or Bachelors degree,18-24,no,,Know well,Mean of the numbers: sum of numbers / # of numbers,Know well,Range between the 25th percentile and the 75th percentile,Know well,middle number of a sorted set of numbers,Know well,How spread out the data is from the mean.,8,< 1/w,>= 1/d,< 1/w,1AIyH43wdPSSbBFsVfE6n6J0A3P2,simple
